ID	locution1	locution2	proposition1	proposition2	label
QT50_033	not 20%	green levies are 12.5%	green levies are not 20%	green levies are 12.5%	1.0
US2016_009	I hate you	Donald, I love you	I hate TRUMP	I love TRUMP	1.0
QT30_089	you’re being asked can you do it given that these freezers, you know -70, are necessary to get this distributed	We need people to believe and to take the vaccine	Matt Hancock is being asked if he can distribute the vaccine given that these freezers are necessary to get it distributed	to end the coronavirus epidemic we need people to believe and to take the vaccine	0.0
QT50_277	I would love tax cuts as much as the next person	there are too many of them offering tax cuts which are unfunded	Olivia Utley would love tax cuts as much as the next person	there are too many of the candidates in the leadership race offering tax cuts which are unfunded	1.0
QT50_540	despite how it feels to so many of us	there are actually more doctors and more nurses now than there were let's say in 2019	there is greater NHS staffing despite how it feels to so many of us	there are actually more doctors and more nurses now than there were let's say in 2019	0.0
US2016_008	probably shouldn't have jumped to conclusions	It's quite scary to imagine that everyone on that stage but Bernie is a Billionaire	CrumpledForeskin probably shouldn't have jumped to conclusions	it's quite scary to imagine that everyone on that stage but Bernie is a Billionaire	1.0
QT50_182	did we need as many	Things like huge numbers of lateral flow tests, which were needed	we didn't need as many lateral flow tests	money was spent for things like huge numbers of lateral flow tests, which were needed	1.0
QT30_498	You might not be racist whatsoever	if you disagree with taking the knee you're seen to be racist	you might not be racist whatsoever if you disagree with taking the knee	if you disagree with taking the knee you're seen to be racist	1.0
QT50_607	this is a pledge	you can try	having the highest sustained growth is a pledge	Thangam Debbonaire can try to have the highest sustained growth	0.0
QT50_486	which is a low carbon form of energy	Caroline, you’re against nuclear power	nuclear power is a low carbon form of energy	Caroline Lucas is against nuclear power	0.0
QT50_484	something’s going on in there	they call themselves activists	something’s going on in there	those who glue themselves to roads call themselves activists	0.0
QT30_011	even if you are told to self-isolate	you have to leave home to do that	even if you are told to self-isolate	you have to leave home to make sure your child is safe	1.0
